description_model,free_present,relation,scene_id,status,structured_present
openai,True,along,v4:building_020,consistent,True
openai,True,around,v4:building_020,consistent,True
openai,True,east,v4:building_020,consistent,True
claude,True,around,v4:building_020,consistent,True
gemini,True,symmetric,v4:building_020,consistent,True
gemini,True,along,v4:building_020,consistent,True
openai,True,front,v4:building_021,consistent,True
openai,True,above,v4:building_021,consistent,True
openai,True,outside,v4:building_021,consistent,True
openai,True,along,v4:building_021,consistent,True
openai,True,around,v4:building_021,consistent,True
claude,True,left,v4:building_021,consistent,True
claude,True,right,v4:building_021,consistent,True
claude,True,symmetric,v4:building_021,consistent,True
claude,True,along,v4:building_021,consistent,True
claude,True,around,v4:building_021,consistent,True
claude,True,north,v4:building_021,consistent,True
claude,True,south,v4:building_021,consistent,True
claude,True,east,v4:building_021,consistent,True
claude,True,west,v4:building_021,consistent,True
gemini,True,around,v4:building_021,consistent,True
openai,True,left,v4:building_022,consistent,True
openai,True,right,v4:building_022,consistent,True
openai,True,above,v4:building_022,consistent,True
openai,True,symmetric,v4:building_022,consistent,True
claude,True,below,v4:building_022,consistent,True
claude,True,along,v4:building_022,consistent,True
openai,True,left,v4:building_023,consistent,True
openai,True,right,v4:building_023,consistent,True
openai,True,front,v4:building_023,consistent,True
openai,True,above,v4:building_023,consistent,True
openai,True,below,v4:building_023,consistent,True
openai,True,along,v4:building_023,consistent,True
openai,True,around,v4:building_023,consistent,True
claude,True,along,v4:building_023,consistent,True
claude,True,around,v4:building_023,consistent,True
openai,True,front,v4:building_024,consistent,True
openai,True,centered,v4:building_024,consistent,True
openai,True,outside,v4:building_024,consistent,True
openai,True,along,v4:building_024,consistent,True
openai,True,around,v4:building_024,consistent,True
claude,True,symmetric,v4:building_024,consistent,True
claude,True,along,v4:building_024,consistent,True
claude,True,around,v4:building_024,consistent,True
claude,True,north,v4:building_024,consistent,True
claude,True,south,v4:building_024,consistent,True
claude,True,east,v4:building_024,consistent,True
claude,True,west,v4:building_024,consistent,True
gemini,True,symmetric,v4:building_024,consistent,True
openai,True,left,v4:building_025,consistent,True
openai,True,right,v4:building_025,consistent,True
openai,True,front,v4:building_025,consistent,True
openai,True,back,v4:building_025,consistent,True
openai,True,above,v4:building_025,consistent,True
openai,True,centered,v4:building_025,consistent,True
openai,True,symmetric,v4:building_025,consistent,True
openai,True,along,v4:building_025,consistent,True
openai,True,around,v4:building_025,consistent,True
claude,True,symmetric,v4:building_025,consistent,True
claude,True,around,v4:building_025,consistent,True
gemini,True,front,v4:building_025,dropped,False
gemini,True,back,v4:building_025,dropped,False
gemini,True,along,v4:building_025,dropped,False
openai,True,left,v4:building_026,consistent,True
openai,True,right,v4:building_026,consistent,True
openai,True,back,v4:building_026,consistent,True
openai,True,above,v4:building_026,consistent,True
openai,True,along,v4:building_026,consistent,True
openai,True,around,v4:building_026,consistent,True
claude,True,left,v4:building_026,consistent,True
claude,True,right,v4:building_026,consistent,True
claude,True,along,v4:building_026,consistent,True
openai,True,above,v4:building_027,consistent,True
openai,True,around,v4:building_027,consistent,True
claude,True,along,v4:building_027,consistent,True
gemini,True,front,v4:building_027,consistent,True
gemini,True,back,v4:building_027,consistent,True
gemini,True,above,v4:building_027,consistent,True
gemini,True,along,v4:building_027,consistent,True
openai,True,above,v4:building_028,consistent,True
openai,True,below,v4:building_028,consistent,True
openai,True,inside,v4:building_028,consistent,True
openai,True,along,v4:building_028,consistent,True
openai,True,around,v4:building_028,consistent,True
claude,True,above,v4:building_028,consistent,True
claude,True,symmetric,v4:building_028,consistent,True
claude,True,along,v4:building_028,consistent,True
claude,True,around,v4:building_028,consistent,True
gemini,True,adjacent,v4:building_028,consistent,True
gemini,True,symmetric,v4:building_028,consistent,True
openai,True,front,v4:building_029,consistent,True
openai,True,above,v4:building_029,consistent,True
openai,True,along,v4:building_029,consistent,True
openai,True,around,v4:building_029,consistent,True
claude,True,along,v4:building_029,consistent,True
claude,True,around,v4:building_029,consistent,True
gemini,True,symmetric,v4:building_029,dropped,False
openai,True,left,v4:building_030,consistent,True
openai,True,right,v4:building_030,consistent,True
openai,True,above,v4:building_030,consistent,True
openai,True,below,v4:building_030,consistent,True
openai,True,centered,v4:building_030,consistent,True
openai,True,symmetric,v4:building_030,consistent,True
openai,True,along,v4:building_030,consistent,True
openai,True,around,v4:building_030,consistent,True
claude,True,along,v4:building_030,consistent,True
gemini,True,around,v4:building_030,consistent,True
openai,True,left,v4:building_031,consistent,True
openai,True,right,v4:building_031,consistent,True
openai,True,above,v4:building_031,consistent,True
openai,True,centered,v4:building_031,consistent,True
openai,True,symmetric,v4:building_031,consistent,True
openai,True,inside,v4:building_031,consistent,True
openai,True,along,v4:building_031,consistent,True
openai,True,around,v4:building_031,consistent,True
claude,True,front,v4:building_031,consistent,True
claude,True,inside,v4:building_031,consistent,True
claude,True,along,v4:building_031,consistent,True
claude,True,around,v4:building_031,consistent,True
gemini,True,symmetric,v4:building_031,consistent,True
openai,True,right,v4:building_032,consistent,True
openai,True,front,v4:building_032,consistent,True
openai,True,above,v4:building_032,consistent,True
openai,True,symmetric,v4:building_032,consistent,True
openai,True,inside,v4:building_032,consistent,True
openai,True,along,v4:building_032,consistent,True
openai,True,around,v4:building_032,consistent,True
claude,True,symmetric,v4:building_032,consistent,True
claude,True,along,v4:building_032,consistent,True
claude,True,north,v4:building_032,consistent,True
claude,True,south,v4:building_032,consistent,True
claude,True,east,v4:building_032,consistent,True
gemini,True,left,v4:building_032,consistent,True
gemini,True,right,v4:building_032,consistent,True
gemini,True,front,v4:building_032,consistent,True
gemini,True,back,v4:building_032,consistent,True
gemini,True,symmetric,v4:building_032,consistent,True
openai,True,back,v4:building_033,consistent,True
openai,True,symmetric,v4:building_033,consistent,True
openai,True,inside,v4:building_033,consistent,True
openai,True,along,v4:building_033,consistent,True
openai,True,around,v4:building_033,consistent,True
claude,True,symmetric,v4:building_033,consistent,True
claude,True,inside,v4:building_033,consistent,True
claude,True,around,v4:building_033,consistent,True
openai,True,front,v4:building_034,consistent,True
openai,True,along,v4:building_034,consistent,True
claude,True,front,v4:building_034,consistent,True
claude,True,symmetric,v4:building_034,consistent,True
claude,True,along,v4:building_034,consistent,True
claude,True,around,v4:building_034,consistent,True
claude,True,north,v4:building_034,consistent,True
claude,True,south,v4:building_034,consistent,True
gemini,True,above,v4:building_034,consistent,True
gemini,True,symmetric,v4:building_034,consistent,True
openai,True,above,v4:building_035,consistent,True
openai,True,centered,v4:building_035,consistent,True
openai,True,symmetric,v4:building_035,consistent,True
openai,True,inside,v4:building_035,consistent,True
openai,True,along,v4:building_035,consistent,True
openai,True,around,v4:building_035,consistent,True
claude,True,back,v4:building_035,consistent,True
claude,True,above,v4:building_035,consistent,True
claude,True,below,v4:building_035,consistent,True
claude,True,around,v4:building_035,consistent,True
gemini,True,symmetric,v4:building_035,consistent,True
openai,True,centered,v4:building_036,consistent,True
openai,True,symmetric,v4:building_036,consistent,True
openai,True,inside,v4:building_036,consistent,True
openai,True,along,v4:building_036,consistent,True
openai,True,around,v4:building_036,consistent,True
claude,True,symmetric,v4:building_036,consistent,True
claude,True,along,v4:building_036,consistent,True
claude,True,around,v4:building_036,consistent,True
claude,True,north,v4:building_036,consistent,True
claude,True,south,v4:building_036,consistent,True
claude,True,east,v4:building_036,consistent,True
claude,True,west,v4:building_036,consistent,True
gemini,True,symmetric,v4:building_036,consistent,True
openai,True,above,v4:building_037,consistent,True
openai,True,symmetric,v4:building_037,consistent,True
openai,True,around,v4:building_037,consistent,True
claude,True,along,v4:building_037,consistent,True
claude,True,around,v4:building_037,consistent,True
gemini,True,around,v4:building_037,consistent,True
openai,True,left,v4:building_038,consistent,True
openai,True,right,v4:building_038,consistent,True
openai,True,front,v4:building_038,consistent,True
openai,True,above,v4:building_038,consistent,True
openai,True,symmetric,v4:building_038,consistent,True
openai,True,along,v4:building_038,consistent,True
openai,True,around,v4:building_038,consistent,True
claude,True,symmetric,v4:building_038,consistent,True
claude,True,along,v4:building_038,consistent,True
claude,True,around,v4:building_038,consistent,True
claude,True,north,v4:building_038,consistent,True
claude,True,south,v4:building_038,consistent,True
gemini,True,symmetric,v4:building_038,consistent,True
gemini,True,along,v4:building_038,consistent,True
openai,True,above,v4:building_039,consistent,True
openai,True,symmetric,v4:building_039,consistent,True
openai,True,outside,v4:building_039,consistent,True
openai,True,along,v4:building_039,consistent,True
openai,True,around,v4:building_039,consistent,True
claude,True,left,v4:building_039,consistent,True
claude,True,right,v4:building_039,consistent,True
claude,True,around,v4:building_039,consistent,True
gemini,True,symmetric,v4:building_039,consistent,True
gemini,True,along,v4:building_039,consistent,True
openai,True,left,v4:building_040,consistent,True
openai,True,right,v4:building_040,consistent,True
openai,True,front,v4:building_040,consistent,True
openai,True,back,v4:building_040,consistent,True
openai,True,above,v4:building_040,consistent,True
openai,True,centered,v4:building_040,consistent,True
openai,True,symmetric,v4:building_040,consistent,True
openai,True,along,v4:building_040,consistent,True
openai,True,around,v4:building_040,consistent,True
claude,True,front,v4:building_040,consistent,True
claude,True,back,v4:building_040,consistent,True
claude,True,symmetric,v4:building_040,consistent,True
claude,True,along,v4:building_040,consistent,True
claude,True,around,v4:building_040,consistent,True
gemini,True,front,v4:building_040,consistent,True
openai,True,above,v4:building_041,consistent,True
openai,True,around,v4:building_041,consistent,True
claude,True,along,v4:building_041,consistent,True
claude,True,around,v4:building_041,consistent,True
gemini,True,front,v4:building_041,consistent,True
gemini,True,back,v4:building_041,consistent,True
gemini,True,along,v4:building_041,consistent,True
openai,True,front,v4:building_042,consistent,True
openai,True,back,v4:building_042,consistent,True
openai,True,above,v4:building_042,consistent,True
openai,True,inside,v4:building_042,consistent,True
openai,True,along,v4:building_042,consistent,True
openai,True,around,v4:building_042,consistent,True
claude,True,along,v4:building_042,consistent,True
claude,True,around,v4:building_042,consistent,True
gemini,True,symmetric,v4:building_042,consistent,True
openai,True,front,v4:building_043,consistent,True
openai,True,back,v4:building_043,consistent,True
openai,True,above,v4:building_043,consistent,True
openai,True,centered,v4:building_043,consistent,True
openai,True,symmetric,v4:building_043,consistent,True
openai,True,along,v4:building_043,consistent,True
openai,True,around,v4:building_043,consistent,True
claude,True,front,v4:building_043,consistent,True
claude,True,back,v4:building_043,consistent,True
claude,True,along,v4:building_043,consistent,True
claude,True,around,v4:building_043,consistent,True
gemini,True,front,v4:building_043,consistent,True
openai,True,back,v4:building_044,consistent,True
openai,True,symmetric,v4:building_044,consistent,True
openai,True,along,v4:building_044,consistent,True
claude,True,front,v4:building_044,consistent,True
claude,True,below,v4:building_044,consistent,True
claude,True,along,v4:building_044,consistent,True
claude,True,around,v4:building_044,consistent,True
gemini,True,front,v4:building_044,consistent,True
gemini,True,back,v4:building_044,consistent,True
gemini,True,along,v4:building_044,consistent,True
openai,True,centered,v4:building_045,consistent,True
openai,True,inside,v4:building_045,consistent,True
openai,True,along,v4:building_045,consistent,True
openai,True,around,v4:building_045,consistent,True
claude,True,along,v4:building_045,consistent,True
claude,True,around,v4:building_045,consistent,True
gemini,True,symmetric,v4:building_045,consistent,True
openai,True,above,v4:building_046,consistent,True
openai,True,symmetric,v4:building_046,consistent,True
openai,True,inside,v4:building_046,consistent,True
openai,True,around,v4:building_046,consistent,True
claude,True,left,v4:building_046,consistent,True
claude,True,right,v4:building_046,consistent,True
claude,True,front,v4:building_046,consistent,True
claude,True,along,v4:building_046,consistent,True
claude,True,around,v4:building_046,consistent,True
claude,True,north,v4:building_046,consistent,True
claude,True,south,v4:building_046,consistent,True
openai,True,left,v4:building_047,consistent,True
openai,True,right,v4:building_047,consistent,True
openai,True,above,v4:building_047,consistent,True
openai,True,symmetric,v4:building_047,consistent,True
openai,True,inside,v4:building_047,consistent,True
openai,True,along,v4:building_047,consistent,True
openai,True,around,v4:building_047,consistent,True
openai,True,north,v4:building_047,consistent,True
openai,True,south,v4:building_047,consistent,True
openai,True,east,v4:building_047,consistent,True
openai,True,west,v4:building_047,consistent,True
claude,True,along,v4:building_047,consistent,True
claude,True,north,v4:building_047,consistent,True
claude,True,south,v4:building_047,consistent,True
claude,True,east,v4:building_047,consistent,True
claude,True,west,v4:building_047,consistent,True
gemini,True,symmetric,v4:building_047,consistent,True
openai,True,left,v4:building_048,consistent,True
openai,True,right,v4:building_048,consistent,True
openai,True,above,v4:building_048,consistent,True
openai,True,centered,v4:building_048,consistent,True
openai,True,symmetric,v4:building_048,consistent,True
openai,True,inside,v4:building_048,consistent,True
openai,True,along,v4:building_048,consistent,True
openai,True,around,v4:building_048,consistent,True
claude,True,along,v4:building_048,consistent,True
claude,True,north,v4:building_048,consistent,True
claude,True,south,v4:building_048,consistent,True
gemini,True,front,v4:building_048,dropped,False
gemini,True,symmetric,v4:building_048,dropped,False
openai,True,front,v4:building_049,consistent,True
openai,True,symmetric,v4:building_049,consistent,True
openai,True,inside,v4:building_049,consistent,True
openai,True,along,v4:building_049,consistent,True
claude,True,front,v4:building_049,consistent,True
claude,True,symmetric,v4:building_049,consistent,True
claude,True,along,v4:building_049,consistent,True
claude,True,around,v4:building_049,consistent,True
claude,True,north,v4:building_049,consistent,True
claude,True,south,v4:building_049,consistent,True
gemini,True,symmetric,v4:building_049,consistent,True
openai,True,inside,v4:building_050,consistent,True
openai,True,along,v4:building_050,consistent,True
claude,True,along,v4:building_050,consistent,True
claude,True,around,v4:building_050,consistent,True
gemini,True,along,v4:building_050,consistent,True
openai,True,above,v4:building_051,consistent,True
openai,True,along,v4:building_051,consistent,True
openai,True,around,v4:building_051,consistent,True
claude,True,along,v4:building_051,consistent,True
claude,True,around,v4:building_051,consistent,True
gemini,True,front,v4:building_051,consistent,True
gemini,True,back,v4:building_051,consistent,True
openai,True,above,v4:building_052,consistent,True
openai,True,centered,v4:building_052,consistent,True
openai,True,along,v4:building_052,consistent,True
claude,True,left,v4:building_052,consistent,True
claude,True,right,v4:building_052,consistent,True
claude,True,around,v4:building_052,consistent,True
gemini,True,back,v4:building_052,consistent,True
openai,True,symmetric,v4:building_053,consistent,True
openai,True,inside,v4:building_053,consistent,True
openai,True,along,v4:building_053,consistent,True
openai,True,around,v4:building_053,consistent,True
claude,True,symmetric,v4:building_053,consistent,True
claude,True,along,v4:building_053,consistent,True
claude,True,north,v4:building_053,consistent,True
claude,True,south,v4:building_053,consistent,True
claude,True,east,v4:building_053,consistent,True
claude,True,west,v4:building_053,consistent,True
openai,True,left,v4:building_054,consistent,True
openai,True,right,v4:building_054,consistent,True
openai,True,front,v4:building_054,consistent,True
openai,True,back,v4:building_054,consistent,True
openai,True,symmetric,v4:building_054,consistent,True
openai,True,along,v4:building_054,consistent,True
openai,True,around,v4:building_054,consistent,True
claude,True,symmetric,v4:building_054,consistent,True
claude,True,along,v4:building_054,consistent,True
claude,True,north,v4:building_054,consistent,True
claude,True,south,v4:building_054,consistent,True
claude,True,east,v4:building_054,consistent,True
claude,True,west,v4:building_054,consistent,True
gemini,True,symmetric,v4:building_054,consistent,True
openai,True,above,v4:building_055,consistent,True
openai,True,symmetric,v4:building_055,consistent,True
openai,True,along,v4:building_055,consistent,True
openai,True,around,v4:building_055,consistent,True
claude,True,symmetric,v4:building_055,consistent,True
claude,True,around,v4:building_055,consistent,True
gemini,True,symmetric,v4:building_055,consistent,True
openai,True,above,v4:building_056,consistent,True
openai,True,symmetric,v4:building_056,consistent,True
openai,True,inside,v4:building_056,consistent,True
openai,True,along,v4:building_056,consistent,True
openai,True,around,v4:building_056,consistent,True
claude,True,above,v4:building_056,consistent,True
claude,True,symmetric,v4:building_056,consistent,True
claude,True,along,v4:building_056,consistent,True
gemini,True,symmetric,v4:building_056,consistent,True
gemini,True,around,v4:building_056,consistent,True
openai,True,back,v4:building_057,consistent,True
openai,True,centered,v4:building_057,consistent,True
openai,True,symmetric,v4:building_057,consistent,True
openai,True,inside,v4:building_057,consistent,True
openai,True,along,v4:building_057,consistent,True
openai,True,around,v4:building_057,consistent,True
claude,True,symmetric,v4:building_057,consistent,True
claude,True,along,v4:building_057,consistent,True
claude,True,around,v4:building_057,consistent,True
gemini,True,symmetric,v4:building_057,consistent,True
gemini,True,around,v4:building_057,consistent,True
openai,True,around,v4:building_058,consistent,True
claude,True,above,v4:building_058,consistent,True
claude,True,symmetric,v4:building_058,consistent,True
claude,True,along,v4:building_058,consistent,True
claude,True,around,v4:building_058,consistent,True
claude,True,north,v4:building_058,consistent,True
claude,True,south,v4:building_058,consistent,True
claude,True,east,v4:building_058,consistent,True
claude,True,west,v4:building_058,consistent,True
gemini,True,symmetric,v4:building_058,consistent,True
openai,True,left,v4:building_059,consistent,True
openai,True,right,v4:building_059,consistent,True
openai,True,front,v4:building_059,consistent,True
openai,True,above,v4:building_059,consistent,True
openai,True,centered,v4:building_059,consistent,True
openai,True,symmetric,v4:building_059,consistent,True
openai,True,along,v4:building_059,consistent,True
openai,True,around,v4:building_059,consistent,True
claude,True,along,v4:building_059,consistent,True
claude,True,around,v4:building_059,consistent,True
claude,True,north,v4:building_059,consistent,True
claude,True,south,v4:building_059,consistent,True
gemini,True,above,v4:building_059,consistent,True
gemini,True,along,v4:building_059,consistent,True
openai,True,left,v4:building_060,consistent,True
openai,True,right,v4:building_060,consistent,True
openai,True,front,v4:building_060,consistent,True
openai,True,back,v4:building_060,consistent,True
openai,True,above,v4:building_060,consistent,True
openai,True,symmetric,v4:building_060,consistent,True
openai,True,around,v4:building_060,consistent,True
claude,True,left,v4:building_060,consistent,True
claude,True,right,v4:building_060,consistent,True
claude,True,symmetric,v4:building_060,consistent,True
claude,True,along,v4:building_060,consistent,True
claude,True,around,v4:building_060,consistent,True
gemini,True,left,v4:building_060,consistent,True
gemini,True,right,v4:building_060,consistent,True
gemini,True,front,v4:building_060,consistent,True
gemini,True,above,v4:building_060,consistent,True
gemini,True,symmetric,v4:building_060,consistent,True
openai,True,left,v4:building_061,consistent,True
openai,True,right,v4:building_061,consistent,True
openai,True,front,v4:building_061,consistent,True
openai,True,above,v4:building_061,consistent,True
openai,True,centered,v4:building_061,consistent,True
openai,True,symmetric,v4:building_061,consistent,True
openai,True,along,v4:building_061,consistent,True
openai,True,around,v4:building_061,consistent,True
claude,True,left,v4:building_061,consistent,True
claude,True,right,v4:building_061,consistent,True
claude,True,back,v4:building_061,consistent,True
claude,True,above,v4:building_061,consistent,True
claude,True,along,v4:building_061,consistent,True
claude,True,around,v4:building_061,consistent,True
gemini,True,symmetric,v4:building_061,consistent,True
openai,True,centered,v4:building_062,consistent,True
openai,True,symmetric,v4:building_062,consistent,True
openai,True,along,v4:building_062,consistent,True
openai,True,around,v4:building_062,consistent,True
claude,True,symmetric,v4:building_062,consistent,True
claude,True,along,v4:building_062,consistent,True
claude,True,around,v4:building_062,consistent,True
gemini,True,symmetric,v4:building_062,consistent,True
gemini,True,along,v4:building_062,consistent,True
openai,True,centered,v4:building_063,consistent,True
openai,True,adjacent,v4:building_063,consistent,True
openai,True,symmetric,v4:building_063,consistent,True
openai,True,along,v4:building_063,consistent,True
openai,True,around,v4:building_063,consistent,True
claude,True,above,v4:building_063,consistent,True
claude,True,around,v4:building_063,consistent,True
gemini,True,symmetric,v4:building_063,consistent,True
openai,True,left,v4:building_064,consistent,True
openai,True,right,v4:building_064,consistent,True
openai,True,front,v4:building_064,consistent,True
openai,True,centered,v4:building_064,consistent,True
openai,True,symmetric,v4:building_064,consistent,True
openai,True,inside,v4:building_064,consistent,True
openai,True,along,v4:building_064,consistent,True
openai,True,around,v4:building_064,consistent,True
claude,True,symmetric,v4:building_064,consistent,True
claude,True,along,v4:building_064,consistent,True
claude,True,around,v4:building_064,consistent,True
gemini,True,symmetric,v4:building_064,consistent,True
gemini,True,along,v4:building_064,consistent,True
openai,True,symmetric,v4:building_065,consistent,True
openai,True,around,v4:building_065,consistent,True
claude,True,above,v4:building_065,consistent,True
claude,True,around,v4:building_065,consistent,True
gemini,True,symmetric,v4:building_065,consistent,True
gemini,True,along,v4:building_065,consistent,True
openai,True,centered,v4:building_066,consistent,True
openai,True,symmetric,v4:building_066,consistent,True
openai,True,around,v4:building_066,consistent,True
claude,True,symmetric,v4:building_066,consistent,True
claude,True,around,v4:building_066,consistent,True
gemini,True,centered,v4:building_066,consistent,True
gemini,True,symmetric,v4:building_066,consistent,True
openai,True,above,v4:building_067,consistent,True
openai,True,symmetric,v4:building_067,consistent,True
openai,True,along,v4:building_067,consistent,True
openai,True,around,v4:building_067,consistent,True
claude,True,symmetric,v4:building_067,consistent,True
gemini,True,symmetric,v4:building_067,dropped,False
openai,True,above,v4:building_068,consistent,True
openai,True,along,v4:building_068,consistent,True
openai,True,around,v4:building_068,consistent,True
claude,True,below,v4:building_068,consistent,True
claude,True,symmetric,v4:building_068,consistent,True
claude,True,around,v4:building_068,consistent,True
gemini,True,centered,v4:building_068,consistent,True
gemini,True,along,v4:building_068,consistent,True
gemini,True,around,v4:building_068,consistent,True
openai,True,front,v4:building_069,consistent,True
openai,True,back,v4:building_069,consistent,True
openai,True,centered,v4:building_069,consistent,True
openai,True,symmetric,v4:building_069,consistent,True
openai,True,along,v4:building_069,consistent,True
openai,True,around,v4:building_069,consistent,True
claude,True,front,v4:building_069,consistent,True
claude,True,around,v4:building_069,consistent,True
gemini,True,back,v4:building_069,consistent,True
gemini,True,symmetric,v4:building_069,consistent,True
openai,True,above,v4:building_070,consistent,True
openai,True,along,v4:building_070,consistent,True
openai,True,around,v4:building_070,consistent,True
openai,True,east,v4:building_070,consistent,True
claude,True,along,v4:building_070,consistent,True
claude,True,around,v4:building_070,consistent,True
gemini,True,symmetric,v4:building_070,consistent,True
openai,True,left,v4:building_071,consistent,True
openai,True,right,v4:building_071,consistent,True
openai,True,front,v4:building_071,consistent,True
openai,True,back,v4:building_071,consistent,True
openai,True,symmetric,v4:building_071,consistent,True
openai,True,inside,v4:building_071,consistent,True
openai,True,outside,v4:building_071,consistent,True
openai,True,along,v4:building_071,consistent,True
openai,True,around,v4:building_071,consistent,True
claude,True,above,v4:building_071,consistent,True
claude,True,along,v4:building_071,consistent,True
claude,True,around,v4:building_071,consistent,True
claude,True,north,v4:building_071,consistent,True
claude,True,south,v4:building_071,consistent,True
claude,True,east,v4:building_071,consistent,True
claude,True,west,v4:building_071,consistent,True
gemini,True,symmetric,v4:building_071,consistent,True
openai,True,above,v4:building_072,consistent,True
openai,True,centered,v4:building_072,consistent,True
openai,True,symmetric,v4:building_072,consistent,True
openai,True,inside,v4:building_072,consistent,True
openai,True,along,v4:building_072,consistent,True
openai,True,around,v4:building_072,consistent,True
claude,True,symmetric,v4:building_072,consistent,True
claude,True,along,v4:building_072,consistent,True
gemini,True,symmetric,v4:building_072,consistent,True
openai,True,above,v4:building_073,consistent,True
openai,True,symmetric,v4:building_073,consistent,True
openai,True,inside,v4:building_073,consistent,True
openai,True,along,v4:building_073,consistent,True
openai,True,around,v4:building_073,consistent,True
claude,True,above,v4:building_073,consistent,True
claude,True,along,v4:building_073,consistent,True
claude,True,around,v4:building_073,consistent,True
gemini,True,front,v4:building_073,dropped,False
openai,True,centered,v4:building_074,consistent,True
openai,True,inside,v4:building_074,consistent,True
openai,True,outside,v4:building_074,consistent,True
openai,True,along,v4:building_074,consistent,True
claude,True,along,v4:building_074,consistent,True
claude,True,around,v4:building_074,consistent,True
gemini,True,symmetric,v4:building_074,consistent,True
openai,True,front,v4:building_075,consistent,True
openai,True,back,v4:building_075,consistent,True
openai,True,above,v4:building_075,consistent,True
openai,True,inside,v4:building_075,consistent,True
openai,True,outside,v4:building_075,consistent,True
openai,True,along,v4:building_075,consistent,True
openai,True,around,v4:building_075,consistent,True
claude,True,above,v4:building_075,consistent,True
claude,True,symmetric,v4:building_075,consistent,True
claude,True,along,v4:building_075,consistent,True
claude,True,around,v4:building_075,consistent,True
gemini,True,front,v4:building_075,consistent,True
gemini,True,back,v4:building_075,consistent,True
gemini,True,symmetric,v4:building_075,consistent,True
openai,True,left,v4:building_076,consistent,True
openai,True,right,v4:building_076,consistent,True
openai,True,front,v4:building_076,consistent,True
openai,True,back,v4:building_076,consistent,True
openai,True,above,v4:building_076,consistent,True
openai,True,symmetric,v4:building_076,consistent,True
openai,True,outside,v4:building_076,consistent,True
openai,True,along,v4:building_076,consistent,True
openai,True,around,v4:building_076,consistent,True
claude,True,above,v4:building_076,consistent,True
claude,True,along,v4:building_076,consistent,True
claude,True,around,v4:building_076,consistent,True
gemini,True,symmetric,v4:building_076,consistent,True
openai,True,above,v4:building_077,consistent,True
openai,True,symmetric,v4:building_077,consistent,True
openai,True,along,v4:building_077,consistent,True
openai,True,around,v4:building_077,consistent,True
claude,True,front,v4:building_077,consistent,True
claude,True,symmetric,v4:building_077,consistent,True
claude,True,along,v4:building_077,consistent,True
claude,True,around,v4:building_077,consistent,True
gemini,True,symmetric,v4:building_077,consistent,True
openai,True,symmetric,v4:building_078,consistent,True
openai,True,along,v4:building_078,consistent,True
openai,True,around,v4:building_078,consistent,True
claude,True,above,v4:building_078,consistent,True
claude,True,symmetric,v4:building_078,consistent,True
claude,True,along,v4:building_078,consistent,True
claude,True,around,v4:building_078,consistent,True
gemini,True,symmetric,v4:building_078,dropped,False
openai,True,above,v4:building_079,consistent,True
openai,True,below,v4:building_079,consistent,True
openai,True,symmetric,v4:building_079,consistent,True
openai,True,outside,v4:building_079,consistent,True
openai,True,along,v4:building_079,consistent,True
openai,True,around,v4:building_079,consistent,True
claude,True,above,v4:building_079,consistent,True
claude,True,symmetric,v4:building_079,consistent,True
claude,True,along,v4:building_079,consistent,True
claude,True,around,v4:building_079,consistent,True
openai,True,centered,v4:building_080,consistent,True
openai,True,symmetric,v4:building_080,consistent,True
openai,True,outside,v4:building_080,consistent,True
claude,True,left,v4:building_080,consistent,True
claude,True,right,v4:building_080,consistent,True
claude,True,symmetric,v4:building_080,consistent,True
claude,True,along,v4:building_080,consistent,True
claude,True,around,v4:building_080,consistent,True
claude,True,north,v4:building_080,consistent,True
claude,True,south,v4:building_080,consistent,True
gemini,True,symmetric,v4:building_080,consistent,True
gemini,True,around,v4:building_080,consistent,True
openai,True,left,v4:building_081,consistent,True
openai,True,right,v4:building_081,consistent,True
openai,True,front,v4:building_081,consistent,True
openai,True,back,v4:building_081,consistent,True
openai,True,above,v4:building_081,consistent,True
openai,True,centered,v4:building_081,consistent,True
openai,True,symmetric,v4:building_081,consistent,True
openai,True,along,v4:building_081,consistent,True
openai,True,around,v4:building_081,consistent,True
claude,True,symmetric,v4:building_081,consistent,True
claude,True,along,v4:building_081,consistent,True
claude,True,around,v4:building_081,consistent,True
gemini,True,symmetric,v4:building_081,consistent,True
gemini,True,around,v4:building_081,consistent,True
openai,True,above,v4:building_082,consistent,True
openai,True,centered,v4:building_082,consistent,True
openai,True,symmetric,v4:building_082,consistent,True
openai,True,inside,v4:building_082,consistent,True
openai,True,along,v4:building_082,consistent,True
openai,True,around,v4:building_082,consistent,True
claude,True,above,v4:building_082,consistent,True
claude,True,symmetric,v4:building_082,consistent,True
claude,True,along,v4:building_082,consistent,True
gemini,True,front,v4:building_082,dropped,False
openai,True,front,v4:building_083,consistent,True
openai,True,above,v4:building_083,consistent,True
openai,True,symmetric,v4:building_083,consistent,True
openai,True,along,v4:building_083,consistent,True
openai,True,around,v4:building_083,consistent,True
claude,True,symmetric,v4:building_083,consistent,True
claude,True,around,v4:building_083,consistent,True
gemini,True,symmetric,v4:building_083,consistent,True
openai,True,left,v4:building_084,consistent,True
openai,True,right,v4:building_084,consistent,True
openai,True,front,v4:building_084,consistent,True
openai,True,centered,v4:building_084,consistent,True
openai,True,symmetric,v4:building_084,consistent,True
openai,True,along,v4:building_084,consistent,True
openai,True,around,v4:building_084,consistent,True
claude,True,symmetric,v4:building_084,consistent,True
claude,True,along,v4:building_084,consistent,True
