description_model,free_present,marker,scene_id,status,structured_present
openai,True,appears,v4:building_006,preserved,True
openai,True,estimate,v4:building_006,preserved,True
claude,True,approximately,v4:building_006,preserved,True
claude,True,around,v4:building_006,preserved,True
claude,True,uncertain,v4:building_006,preserved,True
claude,True,estimate,v4:building_006,preserved,True
gemini,True,around,v4:building_006,preserved,True
gemini,True,uncertain,v4:building_006,preserved,True
gemini,True,estimate,v4:building_006,preserved,True
openai,True,around,v4:building_007,preserved,True
openai,True,a few,v4:building_007,preserved,True
openai,True,uncertain,v4:building_007,preserved,True
openai,True,possibly,v4:building_007,preserved,True
openai,True,appears,v4:building_007,preserved,True
openai,True,estimate,v4:building_007,preserved,True
claude,True,approximately,v4:building_007,preserved,True
claude,True,uncertain,v4:building_007,preserved,True
claude,True,estimate,v4:building_007,preserved,True
gemini,True,uncertain,v4:building_007,preserved,True
gemini,True,estimate,v4:building_007,preserved,True
openai,True,around,v4:building_008,preserved,True
openai,True,uncertain,v4:building_008,preserved,True
openai,True,appears,v4:building_008,preserved,True
openai,True,estimate,v4:building_008,preserved,True
claude,True,approximately,v4:building_008,preserved,True
claude,True,around,v4:building_008,preserved,True
claude,True,multiple,v4:building_008,preserved,True
claude,True,uncertain,v4:building_008,preserved,True
claude,True,possibly,v4:building_008,preserved,True
claude,True,appears,v4:building_008,preserved,True
claude,True,estimate,v4:building_008,preserved,True
gemini,True,approximately,v4:building_008,preserved,True
gemini,True,around,v4:building_008,preserved,True
gemini,True,uncertain,v4:building_008,preserved,True
gemini,True,estimate,v4:building_008,preserved,True
openai,True,around,v4:building_009,preserved,True
openai,True,uncertain,v4:building_009,preserved,True
openai,True,appears,v4:building_009,preserved,True
openai,True,estimate,v4:building_009,preserved,True
claude,True,approximately,v4:building_009,preserved,True
claude,True,uncertain,v4:building_009,preserved,True
claude,True,appears,v4:building_009,preserved,True
claude,True,estimate,v4:building_009,preserved,True
gemini,True,uncertain,v4:building_009,preserved,True
gemini,True,appears,v4:building_009,preserved,True
gemini,True,estimate,v4:building_009,preserved,True
openai,True,approximately,v4:building_010,preserved,True
openai,True,around,v4:building_010,preserved,True
openai,True,a few,v4:building_010,preserved,True
openai,True,uncertain,v4:building_010,preserved,True
openai,True,estimate,v4:building_010,preserved,True
claude,True,multiple,v4:building_010,preserved,True
claude,True,uncertain,v4:building_010,preserved,True
claude,True,appears,v4:building_010,preserved,True
claude,True,estimate,v4:building_010,preserved,True
gemini,True,uncertain,v4:building_010,preserved,True
gemini,True,estimate,v4:building_010,preserved,True
openai,True,about,v4:building_011,preserved,True
openai,True,around,v4:building_011,preserved,True
openai,True,several,v4:building_011,preserved,True
openai,True,uncertain,v4:building_011,preserved,True
openai,True,appears,v4:building_011,preserved,True
openai,True,estimate,v4:building_011,preserved,True
claude,True,approximately,v4:building_011,preserved,True
claude,True,around,v4:building_011,preserved,True
claude,True,multiple,v4:building_011,preserved,True
claude,True,uncertain,v4:building_011,preserved,True
claude,True,possibly,v4:building_011,preserved,True
claude,True,appears,v4:building_011,preserved,True
claude,True,estimate,v4:building_011,preserved,True
gemini,True,about,v4:building_011,preserved,True
gemini,True,uncertain,v4:building_011,preserved,True
gemini,True,estimate,v4:building_011,preserved,True
openai,True,around,v4:building_012,preserved,True
openai,True,uncertain,v4:building_012,preserved,True
openai,True,appears,v4:building_012,preserved,True
openai,True,estimate,v4:building_012,preserved,True
claude,True,approximately,v4:building_012,preserved,True
claude,True,around,v4:building_012,preserved,True
claude,True,uncertain,v4:building_012,preserved,True
claude,True,estimate,v4:building_012,preserved,True
gemini,True,around,v4:building_012,preserved,True
gemini,True,uncertain,v4:building_012,preserved,True
gemini,True,estimate,v4:building_012,preserved,True
openai,True,approximately,v4:building_013,preserved,True
openai,True,roughly,v4:building_013,preserved,True
openai,True,around,v4:building_013,preserved,True
openai,True,a few,v4:building_013,preserved,True
openai,True,uncertain,v4:building_013,preserved,True
openai,True,estimate,v4:building_013,preserved,True
claude,True,multiple,v4:building_013,preserved,True
claude,True,uncertain,v4:building_013,preserved,True
claude,True,estimate,v4:building_013,preserved,True
gemini,True,roughly,v4:building_013,preserved,True
gemini,True,uncertain,v4:building_013,preserved,True
gemini,True,appears,v4:building_013,preserved,True
gemini,True,estimate,v4:building_013,preserved,True
openai,True,around,v4:building_014,preserved,True
openai,True,uncertain,v4:building_014,preserved,True
openai,True,estimate,v4:building_014,preserved,True
claude,True,approximately,v4:building_014,preserved,True
claude,True,around,v4:building_014,preserved,True
claude,True,multiple,v4:building_014,preserved,True
claude,True,uncertain,v4:building_014,preserved,True
claude,True,appears,v4:building_014,preserved,True
claude,True,estimate,v4:building_014,preserved,True
gemini,True,uncertain,v4:building_014,preserved,True
gemini,True,estimate,v4:building_014,preserved,True
openai,True,around,v4:building_015,preserved,True
openai,True,uncertain,v4:building_015,preserved,True
openai,True,possibly,v4:building_015,preserved,True
openai,True,estimate,v4:building_015,preserved,True
claude,True,approximately,v4:building_015,preserved,True
claude,True,around,v4:building_015,preserved,True
claude,True,multiple,v4:building_015,preserved,True
claude,True,uncertain,v4:building_015,preserved,True
claude,True,appears,v4:building_015,preserved,True
claude,True,estimate,v4:building_015,preserved,True
gemini,True,approximately,v4:building_015,preserved,True
gemini,True,uncertain,v4:building_015,preserved,True
gemini,True,appears,v4:building_015,preserved,True
gemini,True,estimate,v4:building_015,preserved,True
openai,True,around,v4:building_016,preserved,True
openai,True,uncertain,v4:building_016,preserved,True
openai,True,appears,v4:building_016,preserved,True
openai,True,estimate,v4:building_016,preserved,True
claude,True,approximately,v4:building_016,preserved,True
claude,True,multiple,v4:building_016,preserved,True
claude,True,uncertain,v4:building_016,preserved,True
claude,True,estimate,v4:building_016,preserved,True
gemini,True,uncertain,v4:building_016,preserved,True
gemini,True,estimate,v4:building_016,preserved,True
openai,True,a few,v4:building_017,preserved,True
openai,True,uncertain,v4:building_017,preserved,True
openai,True,possibly,v4:building_017,preserved,True
openai,True,estimate,v4:building_017,preserved,True
claude,True,approximately,v4:building_017,preserved,True
claude,True,roughly,v4:building_017,preserved,True
claude,True,around,v4:building_017,preserved,True
claude,True,uncertain,v4:building_017,preserved,True
claude,True,appears,v4:building_017,preserved,True
claude,True,estimate,v4:building_017,preserved,True
gemini,True,uncertain,v4:building_017,preserved,True
gemini,True,estimate,v4:building_017,preserved,True
openai,True,about,v4:building_018,preserved,True
openai,True,roughly,v4:building_018,preserved,True
openai,True,around,v4:building_018,preserved,True
openai,True,a few,v4:building_018,preserved,True
openai,True,uncertain,v4:building_018,preserved,True
openai,True,estimate,v4:building_018,preserved,True
claude,True,approximately,v4:building_018,preserved,True
claude,True,around,v4:building_018,preserved,True
claude,True,uncertain,v4:building_018,preserved,True
claude,True,appears,v4:building_018,preserved,True
claude,True,estimate,v4:building_018,preserved,True
gemini,True,uncertain,v4:building_018,preserved,True
gemini,True,estimate,v4:building_018,preserved,True
openai,True,approximately,v4:building_019,preserved,True
openai,True,roughly,v4:building_019,preserved,True
openai,True,around,v4:building_019,preserved,True
openai,True,uncertain,v4:building_019,preserved,True
openai,True,estimate,v4:building_019,preserved,True
claude,True,uncertain,v4:building_019,preserved,True
claude,True,possibly,v4:building_019,preserved,True
claude,True,appears,v4:building_019,preserved,True
claude,True,estimate,v4:building_019,preserved,True
gemini,True,uncertain,v4:building_019,preserved,True
gemini,True,estimate,v4:building_019,preserved,True
openai,True,roughly,v4:building_020,preserved,True
openai,True,around,v4:building_020,preserved,True
openai,True,a few,v4:building_020,preserved,True
openai,True,uncertain,v4:building_020,preserved,True
openai,True,estimate,v4:building_020,preserved,True
claude,True,around,v4:building_020,preserved,True
claude,True,multiple,v4:building_020,preserved,True
claude,True,uncertain,v4:building_020,preserved,True
claude,True,estimate,v4:building_020,preserved,True
gemini,True,uncertain,v4:building_020,preserved,True
gemini,True,estimate,v4:building_020,preserved,True
openai,True,approximately,v4:building_021,preserved,True
openai,True,roughly,v4:building_021,preserved,True
openai,True,around,v4:building_021,preserved,True
openai,True,several,v4:building_021,preserved,True
openai,True,multiple,v4:building_021,preserved,True
openai,True,uncertain,v4:building_021,preserved,True
openai,True,estimate,v4:building_021,preserved,True
claude,True,approximately,v4:building_021,preserved,True
claude,True,around,v4:building_021,preserved,True
claude,True,uncertain,v4:building_021,preserved,True
claude,True,appears,v4:building_021,preserved,True
claude,True,estimate,v4:building_021,preserved,True
gemini,True,around,v4:building_021,preserved,True
gemini,True,uncertain,v4:building_021,preserved,True
gemini,True,estimate,v4:building_021,preserved,True
openai,True,roughly,v4:building_022,preserved,True
openai,True,several,v4:building_022,preserved,True
openai,True,uncertain,v4:building_022,preserved,True
openai,True,possibly,v4:building_022,preserved,True
openai,True,estimate,v4:building_022,preserved,True
claude,True,approximately,v4:building_022,preserved,True
claude,True,uncertain,v4:building_022,preserved,True
claude,True,estimate,v4:building_022,preserved,True
gemini,True,uncertain,v4:building_022,preserved,True
gemini,True,estimate,v4:building_022,preserved,True
openai,True,approximately,v4:building_023,preserved,True
openai,True,around,v4:building_023,preserved,True
openai,True,uncertain,v4:building_023,preserved,True
openai,True,appears,v4:building_023,preserved,True
openai,True,estimate,v4:building_023,preserved,True
claude,True,approximately,v4:building_023,preserved,True
claude,True,around,v4:building_023,preserved,True
claude,True,multiple,v4:building_023,preserved,True
claude,True,uncertain,v4:building_023,preserved,True
claude,True,estimate,v4:building_023,preserved,True
gemini,True,uncertain,v4:building_023,preserved,True
gemini,True,appears,v4:building_023,preserved,True
gemini,True,estimate,v4:building_023,preserved,True
openai,True,around,v4:building_024,preserved,True
openai,True,uncertain,v4:building_024,preserved,True
openai,True,appears,v4:building_024,preserved,True
openai,True,estimate,v4:building_024,preserved,True
claude,True,approximately,v4:building_024,preserved,True
claude,True,around,v4:building_024,preserved,True
claude,True,multiple,v4:building_024,preserved,True
claude,True,uncertain,v4:building_024,preserved,True
claude,True,estimate,v4:building_024,preserved,True
gemini,True,roughly,v4:building_024,preserved,True
gemini,True,uncertain,v4:building_024,preserved,True
gemini,True,estimate,v4:building_024,preserved,True
openai,True,around,v4:building_025,preserved,True
openai,True,uncertain,v4:building_025,preserved,True
openai,True,estimate,v4:building_025,preserved,True
claude,True,approximately,v4:building_025,preserved,True
claude,True,around,v4:building_025,preserved,True
claude,True,multiple,v4:building_025,preserved,True
claude,True,uncertain,v4:building_025,preserved,True
claude,True,appears,v4:building_025,preserved,True
claude,True,estimate,v4:building_025,preserved,True
gemini,True,uncertain,v4:building_025,preserved,True
gemini,True,estimate,v4:building_025,preserved,True
openai,True,around,v4:building_026,preserved,True
openai,True,uncertain,v4:building_026,preserved,True
openai,True,estimate,v4:building_026,preserved,True
claude,True,approximately,v4:building_026,preserved,True
claude,True,multiple,v4:building_026,preserved,True
claude,True,uncertain,v4:building_026,preserved,True
claude,True,estimate,v4:building_026,preserved,True
gemini,True,uncertain,v4:building_026,preserved,True
gemini,True,estimate,v4:building_026,preserved,True
openai,True,roughly,v4:building_027,preserved,True
openai,True,around,v4:building_027,preserved,True
openai,True,several,v4:building_027,preserved,True
openai,True,uncertain,v4:building_027,preserved,True
openai,True,estimate,v4:building_027,preserved,True
claude,True,approximately,v4:building_027,preserved,True
claude,True,uncertain,v4:building_027,preserved,True
claude,True,estimate,v4:building_027,preserved,True
gemini,True,uncertain,v4:building_027,preserved,True
gemini,True,appears,v4:building_027,preserved,True
gemini,True,estimate,v4:building_027,preserved,True
openai,True,around,v4:building_028,preserved,True
openai,True,several,v4:building_028,preserved,True
openai,True,uncertain,v4:building_028,preserved,True
openai,True,estimate,v4:building_028,preserved,True
claude,True,around,v4:building_028,preserved,True
claude,True,uncertain,v4:building_028,preserved,True
claude,True,possibly,v4:building_028,preserved,True
claude,True,appears,v4:building_028,preserved,True
claude,True,estimate,v4:building_028,preserved,True
gemini,True,uncertain,v4:building_028,preserved,True
gemini,True,estimate,v4:building_028,preserved,True
openai,True,around,v4:building_029,preserved,True
openai,True,uncertain,v4:building_029,preserved,True
openai,True,appears,v4:building_029,preserved,True
openai,True,estimate,v4:building_029,preserved,True
claude,True,approximately,v4:building_029,preserved,True
claude,True,around,v4:building_029,preserved,True
claude,True,multiple,v4:building_029,preserved,True
claude,True,uncertain,v4:building_029,preserved,True
claude,True,appears,v4:building_029,preserved,True
claude,True,estimate,v4:building_029,preserved,True
gemini,True,uncertain,v4:building_029,preserved,True
gemini,True,estimate,v4:building_029,preserved,True
openai,True,around,v4:building_030,preserved,True
openai,True,a few,v4:building_030,preserved,True
openai,True,uncertain,v4:building_030,preserved,True
openai,True,estimate,v4:building_030,preserved,True
claude,True,approximately,v4:building_030,preserved,True
claude,True,multiple,v4:building_030,preserved,True
claude,True,uncertain,v4:building_030,preserved,True
claude,True,estimate,v4:building_030,preserved,True
gemini,True,around,v4:building_030,preserved,True
gemini,True,uncertain,v4:building_030,preserved,True
gemini,True,estimate,v4:building_030,preserved,True
openai,True,about,v4:building_031,preserved,True
openai,True,around,v4:building_031,preserved,True
openai,True,uncertain,v4:building_031,preserved,True
openai,True,possibly,v4:building_031,preserved,True
openai,True,appears,v4:building_031,preserved,True
openai,True,estimate,v4:building_031,preserved,True
claude,True,approximately,v4:building_031,preserved,True
claude,True,around,v4:building_031,preserved,True
claude,True,uncertain,v4:building_031,preserved,True
claude,True,estimate,v4:building_031,preserved,True
gemini,True,uncertain,v4:building_031,preserved,True
gemini,True,estimate,v4:building_031,preserved,True
openai,True,roughly,v4:building_032,preserved,True
openai,True,around,v4:building_032,preserved,True
openai,True,multiple,v4:building_032,preserved,True
openai,True,uncertain,v4:building_032,preserved,True
openai,True,appears,v4:building_032,preserved,True
openai,True,estimate,v4:building_032,preserved,True
claude,True,approximately,v4:building_032,preserved,True
claude,True,multiple,v4:building_032,preserved,True
claude,True,uncertain,v4:building_032,preserved,True
claude,True,estimate,v4:building_032,preserved,True
gemini,True,uncertain,v4:building_032,preserved,True
gemini,True,estimate,v4:building_032,preserved,True
openai,True,around,v4:building_033,preserved,True
openai,True,several,v4:building_033,preserved,True
openai,True,uncertain,v4:building_033,preserved,True
openai,True,estimate,v4:building_033,preserved,True
claude,True,approximately,v4:building_033,preserved,True
claude,True,around,v4:building_033,preserved,True
claude,True,multiple,v4:building_033,preserved,True
claude,True,uncertain,v4:building_033,preserved,True
claude,True,appears,v4:building_033,preserved,True
claude,True,estimate,v4:building_033,preserved,True
gemini,True,uncertain,v4:building_033,preserved,True
gemini,True,estimate,v4:building_033,preserved,True
openai,True,a few,v4:building_034,preserved,True
openai,True,uncertain,v4:building_034,preserved,True
openai,True,appears,v4:building_034,preserved,True
openai,True,estimate,v4:building_034,preserved,True
claude,True,approximately,v4:building_034,preserved,True
claude,True,around,v4:building_034,preserved,True
claude,True,uncertain,v4:building_034,preserved,True
claude,True,appears,v4:building_034,preserved,True
claude,True,estimate,v4:building_034,preserved,True
gemini,True,uncertain,v4:building_034,preserved,True
gemini,True,estimate,v4:building_034,preserved,True
openai,True,around,v4:building_035,preserved,True
openai,True,a few,v4:building_035,preserved,True
openai,True,uncertain,v4:building_035,preserved,True
openai,True,estimate,v4:building_035,preserved,True
claude,True,approximately,v4:building_035,preserved,True
claude,True,around,v4:building_035,preserved,True
claude,True,multiple,v4:building_035,preserved,True
claude,True,uncertain,v4:building_035,preserved,True
claude,True,estimate,v4:building_035,preserved,True
gemini,True,uncertain,v4:building_035,preserved,True
gemini,True,estimate,v4:building_035,preserved,True
openai,True,around,v4:building_036,preserved,True
openai,True,several,v4:building_036,preserved,True
openai,True,uncertain,v4:building_036,preserved,True
openai,True,possibly,v4:building_036,preserved,True
openai,True,estimate,v4:building_036,preserved,True
claude,True,approximately,v4:building_036,preserved,True
claude,True,around,v4:building_036,preserved,True
claude,True,multiple,v4:building_036,preserved,True
claude,True,uncertain,v4:building_036,preserved,True
claude,True,appears,v4:building_036,preserved,True
claude,True,estimate,v4:building_036,preserved,True
gemini,True,uncertain,v4:building_036,preserved,True
gemini,True,estimate,v4:building_036,preserved,True
openai,True,about,v4:building_037,preserved,True
openai,True,around,v4:building_037,preserved,True
openai,True,a few,v4:building_037,preserved,True
openai,True,uncertain,v4:building_037,preserved,True
openai,True,estimate,v4:building_037,preserved,True
claude,True,approximately,v4:building_037,preserved,True
claude,True,around,v4:building_037,preserved,True
claude,True,multiple,v4:building_037,preserved,True
claude,True,uncertain,v4:building_037,preserved,True
claude,True,appears,v4:building_037,preserved,True
claude,True,estimate,v4:building_037,preserved,True
gemini,True,around,v4:building_037,preserved,True
gemini,True,uncertain,v4:building_037,preserved,True
gemini,True,estimate,v4:building_037,preserved,True
openai,True,about,v4:building_038,preserved,True
openai,True,roughly,v4:building_038,preserved,True
openai,True,around,v4:building_038,preserved,True
openai,True,uncertain,v4:building_038,preserved,True
openai,True,estimate,v4:building_038,preserved,True
claude,True,approximately,v4:building_038,preserved,True
claude,True,around,v4:building_038,preserved,True
claude,True,multiple,v4:building_038,preserved,True
claude,True,uncertain,v4:building_038,preserved,True
claude,True,estimate,v4:building_038,preserved,True
gemini,True,roughly,v4:building_038,preserved,True
gemini,True,uncertain,v4:building_038,preserved,True
gemini,True,estimate,v4:building_038,preserved,True
openai,True,about,v4:building_039,preserved,True
openai,True,around,v4:building_039,preserved,True
openai,True,uncertain,v4:building_039,preserved,True
openai,True,estimate,v4:building_039,preserved,True
claude,True,approximately,v4:building_039,preserved,True
claude,True,around,v4:building_039,preserved,True
claude,True,multiple,v4:building_039,preserved,True
claude,True,uncertain,v4:building_039,preserved,True
claude,True,estimate,v4:building_039,preserved,True
gemini,True,approximately,v4:building_039,preserved,True
gemini,True,multiple,v4:building_039,preserved,True
gemini,True,uncertain,v4:building_039,preserved,True
gemini,True,estimate,v4:building_039,preserved,True
openai,True,about,v4:building_040,preserved,True
openai,True,around,v4:building_040,preserved,True
openai,True,uncertain,v4:building_040,preserved,True
openai,True,estimate,v4:building_040,preserved,True
claude,True,around,v4:building_040,preserved,True
claude,True,multiple,v4:building_040,preserved,True
claude,True,uncertain,v4:building_040,preserved,True
claude,True,possibly,v4:building_040,preserved,True
claude,True,appears,v4:building_040,preserved,True
claude,True,estimate,v4:building_040,preserved,True
gemini,True,uncertain,v4:building_040,preserved,True
gemini,True,estimate,v4:building_040,preserved,True
openai,True,roughly,v4:building_041,preserved,True
openai,True,around,v4:building_041,preserved,True
openai,True,multiple,v4:building_041,preserved,True
openai,True,uncertain,v4:building_041,preserved,True
openai,True,appears,v4:building_041,preserved,True
openai,True,estimate,v4:building_041,preserved,True
claude,True,approximately,v4:building_041,preserved,True
claude,True,around,v4:building_041,preserved,True
claude,True,uncertain,v4:building_041,preserved,True
claude,True,possibly,v4:building_041,preserved,True
claude,True,appears,v4:building_041,preserved,True
claude,True,estimate,v4:building_041,preserved,True
gemini,True,roughly,v4:building_041,preserved,True
gemini,True,a few,v4:building_041,preserved,True
gemini,True,uncertain,v4:building_041,preserved,True
gemini,True,estimate,v4:building_041,preserved,True
openai,True,approximately,v4:building_042,preserved,True
openai,True,around,v4:building_042,preserved,True
openai,True,uncertain,v4:building_042,preserved,True
openai,True,appears,v4:building_042,preserved,True
openai,True,estimate,v4:building_042,preserved,True
claude,True,around,v4:building_042,preserved,True
claude,True,uncertain,v4:building_042,preserved,True
claude,True,possibly,v4:building_042,preserved,True
claude,True,appears,v4:building_042,preserved,True
claude,True,estimate,v4:building_042,preserved,True
gemini,True,uncertain,v4:building_042,preserved,True
gemini,True,estimate,v4:building_042,preserved,True
openai,True,roughly,v4:building_043,preserved,True
openai,True,around,v4:building_043,preserved,True
openai,True,a few,v4:building_043,preserved,True
openai,True,uncertain,v4:building_043,preserved,True
openai,True,possibly,v4:building_043,preserved,True
openai,True,appears,v4:building_043,preserved,True
openai,True,estimate,v4:building_043,preserved,True
claude,True,approximately,v4:building_043,preserved,True
claude,True,around,v4:building_043,preserved,True
claude,True,multiple,v4:building_043,preserved,True
claude,True,uncertain,v4:building_043,preserved,True
claude,True,possibly,v4:building_043,preserved,True
claude,True,appears,v4:building_043,preserved,True
claude,True,estimate,v4:building_043,preserved,True
gemini,True,uncertain,v4:building_043,preserved,True
gemini,True,estimate,v4:building_043,preserved,True
openai,True,several,v4:building_044,preserved,True
openai,True,uncertain,v4:building_044,preserved,True
openai,True,appears,v4:building_044,preserved,True
openai,True,estimate,v4:building_044,preserved,True
claude,True,around,v4:building_044,preserved,True
claude,True,multiple,v4:building_044,preserved,True
claude,True,uncertain,v4:building_044,preserved,True
claude,True,appears,v4:building_044,preserved,True
claude,True,estimate,v4:building_044,preserved,True
gemini,True,uncertain,v4:building_044,preserved,True
gemini,True,estimate,v4:building_044,preserved,True
openai,True,about,v4:building_045,preserved,True
openai,True,around,v4:building_045,preserved,True
openai,True,uncertain,v4:building_045,preserved,True
openai,True,estimate,v4:building_045,preserved,True
claude,True,approximately,v4:building_045,preserved,True
claude,True,around,v4:building_045,preserved,True
claude,True,uncertain,v4:building_045,preserved,True
claude,True,appears,v4:building_045,preserved,True
claude,True,estimate,v4:building_045,preserved,True
gemini,True,approximately,v4:building_045,preserved,True
gemini,True,uncertain,v4:building_045,preserved,True
gemini,True,estimate,v4:building_045,preserved,True
openai,True,around,v4:building_046,preserved,True
openai,True,a few,v4:building_046,preserved,True
openai,True,uncertain,v4:building_046,preserved,True
openai,True,estimate,v4:building_046,preserved,True
claude,True,around,v4:building_046,preserved,True
claude,True,multiple,v4:building_046,preserved,True
claude,True,uncertain,v4:building_046,preserved,True
claude,True,appears,v4:building_046,preserved,True
claude,True,estimate,v4:building_046,preserved,True
gemini,True,uncertain,v4:building_046,preserved,True
gemini,True,estimate,v4:building_046,preserved,True
openai,True,around,v4:building_047,preserved,True
openai,True,a few,v4:building_047,preserved,True
openai,True,uncertain,v4:building_047,preserved,True
openai,True,appears,v4:building_047,preserved,True
openai,True,estimate,v4:building_047,preserved,True
claude,True,approximately,v4:building_047,preserved,True
claude,True,uncertain,v4:building_047,preserved,True
claude,True,estimate,v4:building_047,preserved,True
gemini,True,uncertain,v4:building_047,preserved,True
gemini,True,estimate,v4:building_047,preserved,True
openai,True,around,v4:building_048,preserved,True
openai,True,several,v4:building_048,preserved,True
openai,True,uncertain,v4:building_048,preserved,True
openai,True,appears,v4:building_048,preserved,True
openai,True,estimate,v4:building_048,preserved,True
claude,True,approximately,v4:building_048,preserved,True
claude,True,uncertain,v4:building_048,preserved,True
claude,True,appears,v4:building_048,preserved,True
claude,True,estimate,v4:building_048,preserved,True
gemini,True,uncertain,v4:building_048,preserved,True
gemini,True,estimate,v4:building_048,preserved,True
openai,True,roughly,v4:building_049,preserved,True
openai,True,uncertain,v4:building_049,preserved,True
openai,True,appears,v4:building_049,preserved,True
openai,True,estimate,v4:building_049,preserved,True
claude,True,approximately,v4:building_049,preserved,True
claude,True,around,v4:building_049,preserved,True
claude,True,uncertain,v4:building_049,preserved,True
claude,True,appears,v4:building_049,preserved,True
claude,True,estimate,v4:building_049,preserved,True
gemini,True,uncertain,v4:building_049,preserved,True
gemini,True,estimate,v4:building_049,preserved,True
openai,True,approximately,v4:building_050,preserved,True
openai,True,multiple,v4:building_050,preserved,True
openai,True,uncertain,v4:building_050,preserved,True
openai,True,appears,v4:building_050,preserved,True
openai,True,estimate,v4:building_050,preserved,True
claude,True,approximately,v4:building_050,preserved,True
claude,True,around,v4:building_050,preserved,True
claude,True,multiple,v4:building_050,preserved,True
claude,True,uncertain,v4:building_050,preserved,True
claude,True,estimate,v4:building_050,preserved,True
gemini,True,a few,v4:building_050,preserved,True
gemini,True,uncertain,v4:building_050,preserved,True
gemini,True,estimate,v4:building_050,preserved,True
openai,True,around,v4:building_051,preserved,True
openai,True,several,v4:building_051,preserved,True
openai,True,uncertain,v4:building_051,preserved,True
openai,True,estimate,v4:building_051,preserved,True
claude,True,approximately,v4:building_051,preserved,True
claude,True,around,v4:building_051,preserved,True
claude,True,uncertain,v4:building_051,preserved,True
claude,True,appears,v4:building_051,preserved,True
claude,True,estimate,v4:building_051,preserved,True
gemini,True,uncertain,v4:building_051,preserved,True
gemini,True,estimate,v4:building_051,preserved,True
openai,True,uncertain,v4:building_052,preserved,True
openai,True,appears,v4:building_052,preserved,True
openai,True,estimate,v4:building_052,preserved,True
claude,True,approximately,v4:building_052,preserved,True
claude,True,around,v4:building_052,preserved,True
claude,True,uncertain,v4:building_052,preserved,True
claude,True,estimate,v4:building_052,preserved,True
gemini,True,uncertain,v4:building_052,preserved,True
gemini,True,estimate,v4:building_052,preserved,True
openai,True,around,v4:building_053,preserved,True
openai,True,uncertain,v4:building_053,preserved,True
openai,True,appears,v4:building_053,preserved,True
openai,True,estimate,v4:building_053,preserved,True
claude,True,approximately,v4:building_053,preserved,True
claude,True,uncertain,v4:building_053,preserved,True
claude,True,appears,v4:building_053,preserved,True
claude,True,estimate,v4:building_053,preserved,True
gemini,True,uncertain,v4:building_053,preserved,True
gemini,True,estimate,v4:building_053,preserved,True
openai,True,approximately,v4:building_054,preserved,True
openai,True,around,v4:building_054,preserved,True
openai,True,uncertain,v4:building_054,preserved,True
openai,True,possibly,v4:building_054,preserved,True
openai,True,appears,v4:building_054,preserved,True
openai,True,estimate,v4:building_054,preserved,True
claude,True,approximately,v4:building_054,preserved,True
claude,True,uncertain,v4:building_054,preserved,True
claude,True,appears,v4:building_054,preserved,True
claude,True,estimate,v4:building_054,preserved,True
gemini,True,multiple,v4:building_054,preserved,True
gemini,True,uncertain,v4:building_054,preserved,True
gemini,True,estimate,v4:building_054,preserved,True
openai,True,around,v4:building_055,preserved,True
openai,True,uncertain,v4:building_055,preserved,True
openai,True,possibly,v4:building_055,preserved,True
openai,True,estimate,v4:building_055,preserved,True
claude,True,approximately,v4:building_055,preserved,True
claude,True,around,v4:building_055,preserved,True
claude,True,uncertain,v4:building_055,preserved,True
claude,True,estimate,v4:building_055,preserved,True
gemini,True,uncertain,v4:building_055,preserved,True
gemini,True,estimate,v4:building_055,preserved,True
openai,True,around,v4:building_056,preserved,True
openai,True,uncertain,v4:building_056,preserved,True
openai,True,appears,v4:building_056,preserved,True
openai,True,estimate,v4:building_056,preserved,True
claude,True,uncertain,v4:building_056,preserved,True
claude,True,appears,v4:building_056,preserved,True
claude,True,estimate,v4:building_056,preserved,True
gemini,True,around,v4:building_056,preserved,True
gemini,True,uncertain,v4:building_056,preserved,True
gemini,True,estimate,v4:building_056,preserved,True
openai,True,roughly,v4:building_057,preserved,True
openai,True,around,v4:building_057,preserved,True
openai,True,uncertain,v4:building_057,preserved,True
openai,True,estimate,v4:building_057,preserved,True
claude,True,approximately,v4:building_057,preserved,True
claude,True,around,v4:building_057,preserved,True
claude,True,multiple,v4:building_057,preserved,True
claude,True,uncertain,v4:building_057,preserved,True
claude,True,estimate,v4:building_057,preserved,True
gemini,True,approximately,v4:building_057,preserved,True
gemini,True,around,v4:building_057,preserved,True
gemini,True,uncertain,v4:building_057,preserved,True
gemini,True,estimate,v4:building_057,preserved,True
openai,True,about,v4:building_058,preserved,True
openai,True,around,v4:building_058,preserved,True
openai,True,a few,v4:building_058,preserved,True
openai,True,uncertain,v4:building_058,preserved,True
openai,True,appears,v4:building_058,preserved,True
openai,True,estimate,v4:building_058,preserved,True
claude,True,approximately,v4:building_058,preserved,True
claude,True,around,v4:building_058,preserved,True
claude,True,uncertain,v4:building_058,preserved,True
claude,True,appears,v4:building_058,preserved,True
claude,True,estimate,v4:building_058,preserved,True
gemini,True,uncertain,v4:building_058,preserved,True
gemini,True,estimate,v4:building_058,preserved,True
openai,True,around,v4:building_059,preserved,True
openai,True,several,v4:building_059,preserved,True
openai,True,uncertain,v4:building_059,preserved,True
openai,True,estimate,v4:building_059,preserved,True
claude,True,approximately,v4:building_059,preserved,True
claude,True,around,v4:building_059,preserved,True
